org.hibernate.boot.model.source.internal.hbm.ModelBinder,org.hibernate.boot.model.source.internal.hbm.ModelBinder$TypeResolution,9, LD
org.hibernate.boot.model.source.internal.hbm.ModelBinder,org.hibernate.boot.model.source.internal.hbm.ModelBinder$DelayedPropertyReferenceHandlerImpl,9, LD
org.hibernate.boot.model.source.internal.hbm.ModelBinder,org.hibernate.boot.model.source.internal.hbm.ModelBinder$AbstractPluralAttributeSecondPass,9, LD
org.hibernate.boot.model.source.internal.hbm.ModelBinder,org.hibernate.boot.model.source.internal.hbm.ModelBinder$PluralAttributeListSecondPass,9, LD
org.hibernate.boot.model.source.internal.hbm.ModelBinder,org.hibernate.boot.model.source.internal.hbm.ModelBinder$PluralAttributeSetSecondPass,9, LD
org.hibernate.boot.model.source.internal.hbm.ModelBinder,org.hibernate.boot.model.source.internal.hbm.ModelBinder$PluralAttributeMapSecondPass,9, LD
org.hibernate.boot.model.source.internal.hbm.ModelBinder,org.hibernate.boot.model.source.internal.hbm.ModelBinder$PluralAttributeBagSecondPass,9, LD
org.hibernate.boot.model.source.internal.hbm.ModelBinder,org.hibernate.boot.model.source.internal.hbm.ModelBinder$PluralAttributeIdBagSecondPass,9, LD
org.hibernate.boot.model.source.internal.hbm.ModelBinder,org.hibernate.boot.model.source.internal.hbm.ModelBinder$PluralAttributeArraySecondPass,9, LD
org.hibernate.boot.model.source.internal.hbm.ModelBinder,org.hibernate.boot.model.source.internal.hbm.ModelBinder$PluralAttributePrimitiveArraySecondPass,9, LD
org.hibernate.boot.model.source.internal.hbm.ModelBinder,org.hibernate.boot.model.source.internal.hbm.ModelBinder$ManyToOneColumnBinder,9, LD
org.hibernate.boot.model.source.internal.hbm.ModelBinder,org.hibernate.boot.model.source.internal.hbm.ModelBinder$ManyToOneFkSecondPass,9, LD
org.hibernate.boot.model.source.internal.hbm.ModelBinder,org.hibernate.boot.model.source.internal.hbm.ModelBinder$NaturalIdUniqueKeyBinderImpl,9, LD
org.hibernate.engine.internal.EntityEntryContext$ManagedEntityImpl,org.hibernate.bytecode.enhance.spi.Enhancer,3, LD
org.hibernate.engine.internal.EntityEntryContext$ManagedEntityImpl,org.hibernate.engine.internal.EntityEntryContext,6, LD
org.hibernate.engine.internal.EntityEntryContext$ManagedEntityImpl,org.hibernate.engine.internal.EntityEntryContext$EntityEntryCrossRefImpl,6, LD
org.hibernate.engine.internal.EntityEntryContext$ManagedEntityImpl,org.hibernate.engine.internal.EntityEntryContext$EntityEntryCrossRef,6, LD
org.hibernate.engine.internal.EntityEntryContext$ManagedEntityImpl,org.hibernate.engine.internal.EntityEntryContext$ImmutableManagedEntityHolder,6, LD
org.hibernate.engine.internal.EntityEntryContext$ManagedEntityImpl,org.hibernate.tool.enhance.EnhancementTask,3, LD
org.hibernate.engine.internal.EntityEntryContext$ManagedEntityImpl,org.hibernate.engine.internal.StatefulPersistenceContext,3, LD
